Symbol,Company Name,Industry,Market Cap
ASMB,Assembly Biosciences,Biotechnology,101736812
ASML,ASML Holding,Semiconductors & Semiconductor Equipment,2.28693E+11
ASND,Ascendis Pharma,Biotechnology,5501973990
ASNS,Actelis Networks,Biotechnology,26538307
ASO,Academy Sports and Outdoors,Specialty Retail,3800423087
ASPA,Abri SPAC I,Blank Check / SPAC,74620000
ASPN,Aspen Aerogels,Energy Equipment & Services,560103695
ASPS,Altisource Portfolio Solutions,Real Estate Management & Development,189475944
ASPU,Aspen Group,Diversified Consumer Services,25202300
ASR,Grupo Aeroportuario del Sureste,Transportation Infrastructure,6100358813
ASRT,Assertio Holdings,Pharmaceuticals,168558288
ASRV,AmeriServ Financial,Banks,67923127
ASTC,Astrotech,Aerospace & Defense,24496129
ASTE,Astec Industries,Machinery,959639811
ASTL,Algoma Steel Group,Steel,971699057
ASTR,Astra Space,Aerospace & Defense,357004703
ASTS,AST SpaceMobile,Telecom Services,1364574382
ASUR,Asure Software,Software,103369255
ASX,ASE Technology Holding Company,Semiconductors & Semiconductor Equipment,12925281032
ASXC,Asensus Surgical,Medical Devices,134357128
ASYS,Amtech Systems,Semiconductors & Semiconductor Equipment,115137314
ASZ,Austerlitz Acquisition II,Blank Check / SPAC,1930030077
ATA,Americas Technology Acquisition,Blank Check / SPAC,150800000
ATAI,ATAI Life Sciences,Biotechnology,716065452
ATAK,Aurora Technology Acquisition,Blank Check / SPAC,251994990
ATAQ,Altimar Acquisition III,Blank Check / SPAC,191539174
ATAX,America First Multifamily Investors LP,Thrifts & Mortgage Finance,430560054
ATC,Atotech,Electronic Components,4410476335
ATCO,Atlas,Marine,3562785920
ATCX,Atlas Technical Consultants,Engineering & Construction,257399547
ATEC,Alphatec Holdings,Health Care Equipment & Supplies,820503040
ATEK,Athena Technology Acquisition II,Blank Check / SPAC,348226909
ATEN,A10 Networks,Software,1180665969
ATER,Aterian,Household Durables,202485054
ATEX,Anterix,Wireless Telecommunication Services,851992581
ATGE,Adtalem Global Education,Diversified Consumer Services,1737347559
ATHA,Athira Pharma,Biotechnology,143769520
ATHE,Alterity Therapeutics,Biotechnology,28930560
ATHM,Autohome,Interactive Media & Services,4656237954
ATHX,Athersys,Biotechnology,75273974
ATI,Allegheny Technologies,Metals & Mining,3741177600
ATIF,ATIF Holdings,Professional Services,19114640
ATIP,ATI Physical Therapy,Medical Care Facilities,228541615
ATKR,Atkore,Electrical Equipment,3717641283
ATLC,Atlanticus Holdings,Consumer Finance,591763632
ATLO,Ames National,Banks,198726957
ATNF,180 Life Sciences,Biotechnology,45172558
ATNI,ATN International,Diversified Telecommunication Services,725200835
ATNM,Actinium Pharmaceuticals,Biotechnology,129625525
ATNX,Athenex,Biotechnology,121607999
ATO,Atmos Energy,Gas Utilities,15928103233
ATOM,Atomera,Semiconductors & Semiconductor Equipment,338350081
ATOS,Atossa Therapeutics,Health Care Equipment & Supplies,133588311
ATR,AptarGroup,Containers & Packaging,7032874787
ATRA,Atara Biotherapeutics,Biotechnology,336727530
ATRC,AtriCure,Health Care Equipment & Supplies,2382051459
ATRI,Atrion,Health Care Equipment & Supplies,1157515737
ATRO,Astronics,Aerospace & Defense,349366059
ATSG,Air Transport Services Group,Air Freight & Logistics,2258677700
ATTO,Atento,Commercial Services & Supplies,86128212
ATUS,Altice USA,Media,5437673991
ATVI,Activision Blizzard,Entertainment,63179115581
ATXI,Avenue Therapeutics,Pharmaceuticals,6025092
ATXS,Astria Therapeutics,Biotechnology,65085000
ATY,AcuityAds Holdings,Interactive Media & Services,162128461
AU,AngloGold Ashanti,Metals & Mining,6798025146
AUB,Atlantic Union Bankshares,Banks,2506302592
AUBN,Auburn National Bancorporation,Banks,95082518
AUD,Audacy,Media,80370647
AUDC,AudioCodes,Communications Equipment,706309372
AUGX,Augmedix,Health Information Services,55738963
AUID,Ipsidy,Software-Infrastructure,73770777
AUMN,Golden Minerals Company,Metals & Mining,55276520
AUPH,Aurinia Pharmaceuticals,Biotechnology,1149325143
AUR,Aurora Innovation,Information Technology Services,3019132968
AURA,Aura Biosciences,Biotechnology,474012016
AURC,Aurora Acquisition,Blank Check / SPAC,342291449
AUS,Austerlitz Acquisition I,Blank Check / SPAC,966492606
AUST,Austin Gold,Gold,24818266
AUTL,Autolus Therapeutics,Biotechnology,305855199
AUTO,AutoWeb,Interactive Media & Services,5366114
AUUD,Auddia,Software-Application,13916457
AUVI,Applied UV,Building Products,22167072
AUY,Yamana Gold,Metals & Mining,4928686913
AVA,Avista,Multi-Utilities,3082552872
AVAC,Avalon Acquisition,Blank Check / SPAC,261082895
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,422112626
AVAL,Grupo Aval Acciones y Valores,Banks,4178838614
AVAN,Avanti Acquisition,Blank Check / SPAC,747750009
AVAV,AeroVironment,Aerospace & Defense,2241229496
AVB,AvalonBay Communities,Equity Real Estate Investment Trusts ...,28830356404
AVCO,Avalon GloboCare,Health Care Providers & Services,61077872
AVCT,American Virtual Cloud Technologies,IT Services,15762533
AVD,American Vanguard,Chemicals,739519152
AVDL,Avadel Pharmaceuticals,Pharmaceuticals,355114748
AVDX,AvidXchange Holdings,Software-Infrastructure,1637114587
AVEO,AVEO Pharmaceuticals,Biotechnology,270683841
AVGO,Broadcom,Semiconductors & Semiconductor Equipment,2.19117E+11
AVGR,Avinger,Health Care Equipment & Supplies,9882939
AVHI,Achari Ventures Holdings I,Blank Check / SPAC,125000000
AVID,Avid Technology,"Technology Hardware, Storage & Periph...",1147648070
AVIR,Atea Pharmaceuticals,Pharmaceuticals,726838848
AVLR,Avalara,Software,8069034388
AVNS,Avanos Medical,Health Care Equipment & Supplies,1353965360
AVNT,Avient,Chemicals,4013045132
AVNW,Aviat Networks,Communications Equipment,350975635
AVO,Mission Produce,Food Distribution,1073968099
AVPT,AvePoint,Software-Infrastructure,983523255
AVRO,Avrobio,Biotechnology,42385603
AVT,Avnet,"Electronic Equipment, Instruments & C...",4558804612
AVTE,Aerovate Therapeutics,Biotechnology,591708096
AVTR,Avantor,Life Sciences Tools & Services,19206626242
AVTX,Avalo Therapeutics,Biotechnology,38484840
AVXL,Anavex Life Sciences,Biotechnology,887881287
AVY,Avery Dennison,Containers & Packaging,16007510800
AVYA,Avaya Holdings,Software,96566173
AWH,Aspira Women's Health,Health Care Equipment & Supplies,110290226
AWI,Armstrong World Industries,Building Products,4139906068
AWK,American Water Works Company,Water Utilities,28095027536
AWR,American States Water Company,Water Utilities,3214502550
AWRE,Aware,Software,46729390
AWX,Avalon Holdings,Commercial Services & Supplies,11483818
AX,Axos Financial,Thrifts & Mortgage Finance,2555206164
AXAC,AXIOS Sustainable Growth Acquisition,Blank Check / SPAC,197820000
AXDX,Accelerate Diagnostics,Life Sciences Tools & Services,142190613
AXGN,Axogen,Health Care Equipment & Supplies,432299959
AXH,Industrial Human Capital,Blank Check / SPAC,145043750
AXL,American Axle & Manufacturing Holdings,Auto Components,1097348329
AXLA,Axcella Health,Biotechnology,116718269
AXNX,Axonics,Health Care Equipment & Supplies,3254434580
AXON,Axon Enterprise,Aerospace & Defense,8308333566
AXP,American Express Company,Consumer Finance,1.18393E+11
AXR,AMREP,Commercial Services & Supplies,84735423
AXS,AXIS Capital Holdings,Insurance,4327640280
AXSM,Axsome Therapeutics,Pharmaceuticals,1676008752
AXTA,Axalta Coating Systems,Chemicals,5693446671
AXTI,AXT Inc.,Semiconductors & Semiconductor Equipment,369815841
AXU,Alexco Resource,Commercial Services & Supplies,87578339
AY,Atlantica Sustainable Infrastructure,Independent Power and Renewable Elect...,3997745257
AYI,Acuity Brands,Electrical Equipment,5910602908
AYLA,Ayala Pharmaceuticals,Biotechnology,22677333
AYRO,"AYRO, Inc.",Auto Manufacturers,39574915
AYTU,Aytu BioPharma,Pharmaceuticals,21648233
AYX,Alteryx,Software,4347707884
AZ,A2Z Smart Technologies,Aerospace & Defense,89175571
AZEK,The AZEK Company,Building Products,3266013128
AZN,AstraZeneca,Pharmaceuticals,2.02069E+11
AZO,AutoZone,Specialty Retail,43206930122
AZPN,AspenTech,Software,12941657654
AZRE,Azure Power Global,Independent Power and Renewable Elect...,763521838
AZTA,Azenta,Medical Instruments & Supplies,5163728699
AZUL,Azul S.A.,Airlines,955737700
AZYO,Aziyo Biologics,Medical Devices,89279748
AZZ,AZZ Inc.,Electrical Equipment,1048061965
B,Barnes Group,Machinery,1697401507
BA,The Boeing Company,Aerospace & Defense,1.00443E+11
BABA,Alibaba Group Holding,Internet & Direct Marketing Retail,2.46298E+11
BAC,Bank of America,Banks,2.70105E+11
BACA,Berenson Acquisition I,Blank Check / SPAC,336997500
BAFN,BayFirst Financial,Banks-Regional,76924023
BAH,Booz Allen Hamilton Holding,IT Services,12528814093
BAK,Braskem,Chemicals,5595511976
BALL,Ball Corporation,Containers & Packaging,18442230591
BALY,Bally's,"Hotels, Restaurants & Leisure",1253622780
BAM,Brookfield Asset Management,Capital Markets,83274140169
BANC,Banc of California,Banks,1038756092
BAND,Bandwidth,Diversified Telecommunication Services,428141988
BANF,BancFirst,Banks,3617241514
BANR,Banner,Banks,2077121535
BANX,StoneCastle Financial,Capital Markets,129274615
BAOS,Baosheng Media Group Holdings,Advertising Agencies,13030198
BAP,Credicorp,Banks,10983369200
BARK,The Original BARK Company,Specialty Retail,305037632
BASE,Couchbase,Software-Infrastructure,808602464
BATL,Battalion Oil,"Oil, Gas & Consumable Fuels",175301353
BAX,Baxter International,Health Care Equipment & Supplies,29854061028
BB,BlackBerry,Software,4043863216
BBAI,BigBear.ai Holdings,Information Technology Services,341298396
BBAR,Banco BBVA Argentina,Banks,564715260
BBBY,Bed Bath & Beyond,Specialty Retail,902721281
BBCP,Concrete Pumping Holdings,Construction & Engineering,404042847
BBD,Banco Bradesco,Banks,38317306967
BBDC,Barings BDC,Capital Markets,1130712888
BBGI,Beasley Broadcast Group,Media,40504656
BBI,Brickell Biotech,Biotechnology,10004411
BBIG,Vinco Ventures,Leisure Products,165926447
BBIO,BridgeBio Pharma,Biotechnology,1761903769
BBLG,Bone Biologics,Medical Devices,15215382
BBLN,Babylon Holdings,Health Information Services,413641828
BBQ,BBQ Holdings,"Hotels, Restaurants & Leisure",129792142
BBSI,Barrett Business Services,Professional Services,599773214
BBU,Brookfield Business Partners,Construction & Engineering,2003229947
BBUC,Brookfield Business,Asset Management,2758508675
BBVA,Banco Bilbao Vizcaya Argentaria,Banks,30307073040
BBW,Build-A-Bear Workshop,Specialty Retail,261078883
BBWI,Bath & Body Works,Specialty Retail,8818086997
BBY,Best Buy Co.,Specialty Retail,17686945221
BC,Brunswick,Leisure Products,5952526936
BCAB,BioAtla,Biotechnology,138805572
BCAN,BYND Cannasoft Enterprises,Software-Infrastructure,141021980
BCBP,BCB Bancorp,Banks,331486648
BCC,Boise Cascade Company,Paper & Forest Products,2814593395
BCDA,BioCardia,Biotechnology,26169448
BCE,"BCE, Inc.",Diversified Telecommunication Services,45212751404
BCEL,Atreca,Biotechnology,88181349
BCH,Banco de Chile,Banks,9333971058
BCLI,Brainstorm Cell Therapeutics,Biotechnology,109823461
BCML,BayCom,Banks,258516146
BCO,The Brink's Company,Commercial Services & Supplies,2664983327
BCOR,Blucora,Capital Markets,1025270771
BCOV,Brightcove,IT Services,278621693
BCOW,1895 Bancorp of Wisconsin,Thrifts & Mortgage Finance,63356776
BCPC,Balchem,Chemicals,4090237076
BCRX,BioCryst Pharmaceuticals,Biotechnology,2644086014
BCS,Barclays,Banks,33094926574
BCSA,Blockchain Coinvestors Acquisition I,Blank Check / SPAC,413633209
BCSF,Bain Capital Specialty Finance,Capital Markets,941318304
BCTX,BriaCell Therapeutics,Biotechnology,101872150
BCYC,Bicycle Therapeutics,Biotechnology,822324703
BDC,Belden,"Electronic Equipment, Instruments & C...",2978884687
BDL,Flanigan's Enterprises,"Hotels, Restaurants & Leisure",54116424
BDN,Brandywine Realty Trust,Equity Real Estate Investment Trusts ...,1462731093
BDSX,Biodesix,Diagnostics & Research,112749234
BDTX,Black Diamond Therapeutics,Biotechnology,134639242
BDX,"Becton, Dickinson and Company",Health Care Equipment & Supplies,72750391274
BE,Bloom Energy,Electrical Equipment,4472795351
BEAM,Beam Therapeutics,Biotechnology,4401512164
BEAT,HeartBeam,Health Information Services,11867999
BECN,Beacon Roofing Supply,Trading Companies & Distributors,4116696401
BEDU,Bright Scholar Education Holdings,Diversified Consumer Services,109716231
BEEM,Beam Global,Electrical Equipment,166564518
BEKE,KE Holdings,Real Estate Management & Development,18331044662
BELFA,Bel Fuse,Electronic Components,335457931
BELFB,Bel Fuse,"Electronic Equipment, Instruments & C...",323855933
BEN,Franklin Resources,Capital Markets,13936552861
BENE,Benessere Capital Acquisition,Blank Check / SPAC,142240957
BEP,Brookfield Renewable Partners,Independent Power and Renewable Elect...,25934346399
BEPC,Brookfield Renewable,Independent Power and Renewable Elect...,7215496958
BERY,Berry Global Group,Containers & Packaging,7428403057
BEST,BEST Inc.,Air Freight & Logistics,111862491
BF.A,Brown-Forman,Beverages,35570029315
BF.B,Brown-Forman,Beverages,35572697347
BFAC,Battery Future Acquisition,Blank Check / SPAC,429524990
BFAM,Bright Horizons Family Solutions,Diversified Consumer Services,4767106639
BFC,Bank First,Banks,559309803
BFH,Bread Financial Holdings,Credit Services,1955446693
BFI,BurgerFi International,Restaurants,69597741
BFIN,BankFinancial,Banks,130351175
BFLY,Butterfly Network,Medical Devices,1207235186
BFRI,Biofrontera,Drug Manufacturers-Specialty & Generic,28053104
BFS,Saul Centers,Equity Real Estate Investment Trusts ...,1652341248
BFST,Business First Bancshares,Banks,526102326
BG,Bunge,Food Products,14668789956
BGCP,BGC Partners,Capital Markets,1538060438
BGFV,Big 5 Sporting Goods,Specialty Retail,286508764
BGI,Birks Group,Specialty Retail,95545661
BGNE,BeiGene,Biotechnology,20941091314
BGRY,Berkshire Grey,Specialty Industrial Machinery,545920690
BGS,B&G Foods,Food Products,1706111658
BGSF,BG Staffing,Professional Services,134172147
BGSX,Build Acquisition,Blank Check / SPAC,245250009
BGXX,Bright Green,Drug Manufacturers-Specialty & Generic,194178872
BH,Biglari Holdings,"Hotels, Restaurants & Leisure",397728460
BH.A,Biglari Holdings,Restaurants,402143595
BHAC,Crixus BH3 Acquisition,Blank Check / SPAC,285487519
BHAT,Blue Hat Interactive Entertainment Technology,Entertainment,15702258
BHB,Bar Harbor Bankshares,Banks,427099051
BHC,Bausch Health Companies,Pharmaceuticals,2091493367
BHE,Benchmark Electronics,"Electronic Equipment, Instruments & C...",935596929
BHF,Brighthouse Financial,Insurance,3475826131
BHG,Bright Health Group,Healthcare Plans,1274223269
BHIL,Benson Hill,Agricultural Inputs,687399920
BHLB,Berkshire Hills Bancorp,Banks,1332430829
BHP,BHP Group,Metals & Mining,1.93371E+11
BHR,Braemar Hotels & Resorts,Equity Real Estate Investment Trusts ...,436891566
BHSE,Bull Horn Holdings,Blank Check / SPAC,52033889
BHVN,Biohaven Pharmaceutical Holding Co.,Biotechnology,10459689894
BIDU,Baidu,Interactive Media & Services,48065445385
BIG,Big Lots,Multiline Retail,682452952
BIGC,BigCommerce Holdings,IT Services,1443542038
BIIB,Biogen,Biotechnology,31554819023
BILI,Bilibili,Entertainment,9465658973
BILL,Bill.com Holdings,Software,15352420320
BIMI,BIMI International Medical,Machinery,16843092
BIO,Bio-Rad Laboratories,Life Sciences Tools & Services,15986010203
BIOC,Biocept,Biotechnology,18953648
BIOL,BIOLASE,Health Care Equipment & Supplies,32485917
BIOR,Biora Therapeutics,Biotechnology,151614201
BIOS,BioPlus Acquisition,Blank Check / SPAC,293100000
BIOT,Biotech Acquisition Company,Blank Check / SPAC,284624990
BIOX,Bioceres Crop Solutions,Food Products,730920648
BIP,Brookfield Infrastructure Partners LP,Multi-Utilities,18955321748
BIPC,Brookfield Infrastructure,Gas Utilities,5207891795
BIRD,Allbirds,Apparel Retail,845422693
BITE,Bite Acquisition,Blank Check / SPAC,252554009
BITF,Bitfarms,Capital Markets,336936489
BIVI,BioVie,Biotechnology,55063537
BJ,BJ's Wholesale Club Holdings,Food & Staples Retailing,9576292667
BJDX,Bluejay Diagnostics,Medical Devices,23981234
BJRI,BJ's Restaurants,"Hotels, Restaurants & Leisure",575329073
BK,Bank of New York Mellon,Capital Markets,34893887324
BKCC,BlackRock Capital Investment,Capital Markets,285465948
BKD,Brookdale Senior Living,Health Care Providers & Services,871802369
BKE,The Buckle,Specialty Retail,1584501655
BKEP,BlueKnight Energy Partners,"Oil, Gas & Consumable Fuels",194010894
BKH,Black Hills,Multi-Utilities,4847151100
BKI,Black Knight,IT Services,10087015474
BKKT,Bakkt Holdings,Capital Markets,242737365
BKNG,Booking Holdings,Internet & Direct Marketing Retail,78088988420
BKR,Baker Hughes Company,Energy Equipment & Services,24699594356
BKSC,Bank of South Carolina,Banks,93518214
BKSY,BlackSky Technology,Scientific & Technical Instruments,340451704
BKTI,BK Technologies,Communications Equipment,45197128
BKU,BankUnited,Banks,3007812244
BKYI,BIO-key International,Software,16749471
BL,BlackLine,Software,3925281396
BLBD,Blue Bird,Machinery,397007044
BLBX,Blackboxstocks,Software-Application,18064409
BLCM,Bellicum Pharmaceuticals,Biotechnology,11623041
BLCO,Bausch + Lomb,Medical Instruments & Supplies,5391252295
BLCT,BlueCity Holdings,Internet Content & Information,56125564
BLD,TopBuild,Household Durables,6505548094
BLDE,Blade Air Mobility,Airports & Air Services,441807326
BLDP,Ballard Power Systems,Electrical Equipment,2661653627
BLDR,Builders FirstSource,Building Products,10814436957
BLEU,bleuacacia ltd.,Blank Check / SPAC,337755019
BLFS,BioLife Solutions,Health Care Equipment & Supplies,900357888
BLFY,Blue Foundry Bancorp,Banks-Regional,323445150
BLI,Berkeley Lights,Life Sciences Tools & Services,349985250
BLIN,Bridgeline Digital,Software,12669824
BLK,BlackRock,Capital Markets,1.05302E+11
BLKB,Blackbaud,Software,3008386170
BLMN,Bloomin' Brands,"Hotels, Restaurants & Leisure",1912744053
BLND,Blend Labs,Software-Application,729226080
BLNG,Belong Acquisition,Blank Check / SPAC,191653750
BLNK,Blink Charging Co.,Specialty Retail,1186685448
BLPH,Bellerophon Therapeutics,Health Care Equipment & Supplies,13144083
BLRX,BioLineRx,Biotechnology,82842088
BLSA,BCLS Acquisition,Blank Check / SPAC,184561980
BLTE,Belite Bio,Biotechnology,742617115
BLTS,Bright Lights Acquisition,Blank Check / SPAC,284337500
BLU,BELLUS Health,Biotechnology,1498104187
BLUA,BlueRiver Acquisition,Blank Check / SPAC,355062490
BLUE,Bluebird Bio,Biotechnology,467743710
BLX,Banco Latinoamericano de Comercio Exterior,Diversified Financial Services,526800179
BLZE,Backblaze,Software-Infrastructure,217139992
